#{"t_start": 1754198174.1513555, "env_id": "None"}
r,l,t
20.913742,90,8292.514293
19.71187,82,8292.568853
22.699528,85,8292.609935
24.903345,84,8292.654156
25.99523,81,8292.698735
22.266613,85,8292.751293
27.495302,87,8292.802212
21.939098,81,8292.841238
20.01925,84,8293.771619
21.918638,91,8293.824318
26.826948,85,8293.873264
22.293192,86,8293.913603
20.933014,81,8293.95571
23.623804,84,8293.999185
29.297733,90,8294.044075
28.119738,87,8294.092218
27.66939,85,8294.139251
29.268183,90,8294.189691
18.938251,81,8294.23261
21.171894,89,8294.279791
26.333834,83,8294.32869
20.688663,86,8294.378059
27.434418,86,8294.422508
29.279022,92,8294.469
26.979334,85,8294.514164
23.19288,89,8294.560605
27.497377,86,8294.603813
26.50597,84,8294.649703
27.315987,86,8294.693458
20.598856,87,8294.744932
27.029087,86,8294.790567
26.978254,86,8294.835729
19.706375,83,8295.831882
21.917206,76,8295.875467
19.164024,78,8295.916329
20.192408,76,8295.955356
19.190166,78,8295.9932
18.346272,75,8296.032141
20.284895,82,8296.073231
22.523912,78,8296.116391
17.891495,75,8296.153504
19.605852,75,8296.190948
24.85256,76,8296.228858
18.097445,75,8296.26399
21.099848,78,8296.314529
24.994913,76,8296.35388
19.657623,79,8296.392404
19.496893,78,8296.434678
25.17025,77,8296.473218
24.698437,81,8296.51111
18.69674,75,8296.553043
19.27817,76,8296.590011
24.92426,75,8296.627094
20.575996,77,8296.667822
18.36744,75,8296.703323
25.010895,75,8296.745109
18.011272,76,8296.787005
25.4977,78,8296.825137
25.21088,83,8297.705767
29.289465,94,8297.757499
21.546959,87,8297.802407
22.71574,91,8297.857851
22.815529,89,8297.902108
29.837202,92,8297.94805
28.97922,94,8297.996492
28.368473,92,8298.04361
21.909857,92,8298.090919
21.6342,93,8298.134586
21.962511,96,8298.187134
21.690598,84,8298.231848
30.105541,93,8298.27664
22.558613,92,8298.320839
28.2811,90,8298.365083
24.28915,92,8298.420403
28.062975,91,8298.468249
21.759127,90,8298.521117
22.1483,90,8298.567643
21.058609,90,8298.614156
21.628252,87,8298.661203
27.426296,86,8298.703616
23.134964,94,8298.758059
20.555664,88,8299.676528
21.31965,92,8299.726907
21.838507,93,8299.787998
28.437809,91,8299.835255
24.278028,94,8299.884547
23.471169,94,8299.935718
22.901064,97,8299.986588
30.059498,92,8300.035737
21.50505,93,8300.083924
21.180334,89,8300.12787
26.57131,93,8300.191152
22.525673,93,8300.738208
28.707855,91,8300.783016
25.21308,91,8300.832283
22.45137,91,8300.876674
23.05916,88,8300.928262
21.94748,91,8300.977915
28.028925,90,8301.02771
28.998981,92,8301.077681
29.14139,93,8301.126652
20.682257,88,8301.16786
21.485033,93,8301.213573
30.059576,93,8302.13194
28.127983,89,8302.205999
28.012373,88,8302.265214
28.102745,90,8302.320564
27.436022,90,8302.3704
20.844582,90,8302.417964
24.156876,92,8302.470353
22.171339,94,8302.525004
20.788355,90,8302.577357
22.277082,92,8302.629224
28.069805,91,8302.681368
26.444376,85,8302.726914
29.795027,91,8302.785806
25.556683,89,8302.829518
20.851833,88,8302.871934
23.877981,88,8302.914294
20.79985,89,8302.966343
21.31722,92,8303.015204
24.770008,90,8303.064966
21.255507,91,8303.120957
24.039436,90,8303.169889
21.690338,89,8303.218243
21.05061,89,8303.267328
21.563625,93,8304.155043
22.68814,97,8304.205164
30.003504,98,8304.257075
28.560112,94,8304.307925
21.886225,94,8304.370302
21.184807,92,8304.42643
22.383135,94,8304.487509
24.234058,95,8304.540433
30.450148,99,8304.588759
26.39334,93,8304.635764
23.41729,96,8304.683315
22.39732,95,8304.730218
22.314142,87,8304.784885
21.524101,91,8304.828613
27.024578,90,8304.872783
27.397015,98,8304.925965
27.417679,98,8304.982498
28.368753,93,8305.028251
25.72264,93,8305.07304
23.455786,94,8305.125528
22.534056,91,8305.175967
29.437506,96,8305.221712
29.085623,96,8306.133015
24.266314,97,8306.180259
21.636871,93,8306.231005
29.45642,96,8306.280493
26.420183,100,8306.336964
22.81439,93,8306.422479
21.759624,92,8306.507961
20.985456,90,8306.596018
28.635534,93,8306.648712
21.709175,95,8306.708931
23.311533,98,8306.766163
21.82215,94,8306.825026
22.026089,97,8306.892329
30.534937,97,8306.951691
28.35183,94,8307.000917
28.191133,92,8307.044518
22.89382,93,8307.092919
28.093847,90,8307.140767
23.612505,96,8307.194023
27.851196,92,8307.245313
28.48177,92,8307.294477
21.97081,96,8308.269522
23.468443,95,8308.317091
22.531584,93,8308.367838
29.474733,94,8308.415298
25.040472,96,8308.464303
23.69583,97,8308.518826
29.351902,96,8308.570971
22.948114,95,8308.622787
22.304245,93,8308.666063
22.680935,93,8308.709174
21.564106,92,8308.760317
22.393856,96,8308.811455
22.87576,91,8308.860791
27.698044,96,8308.91443
30.144308,100,8308.970579
22.714485,96,8309.024172
26.576366,96,8309.07663
24.023037,93,8309.12423
30.618046,97,8309.173689
24.17301,96,8309.227143
23.682066,93,8309.286294
21.191214,93,8309.335195
20.448502,88,8310.319387
23.945002,70,8310.356699
24.38996,70,8310.397668
17.080235,71,8310.440888
17.349138,73,8310.480019
22.37703,72,8310.515037
18.081465,74,8310.550314
20.347723,75,8310.587481
17.869913,75,8310.627158
20.285378,71,8310.66835
17.08412,72,8310.70779
17.896034,72,8311.211373
18.399452,72,8311.249315
21.22316,72,8311.284559
21.563105,71,8311.324873
21.129276,72,8311.369027
17.753826,72,8311.40984
20.643812,73,8311.448431
16.975021,70,8311.485499
18.20266,73,8311.523282
24.888277,72,8311.558431
25.66612,74,8311.595569
20.918005,72,8311.632245
18.348516,73,8311.670099
16.992884,71,8311.707667
24.341585,72,8311.744217
16.983402,70,8311.785895
16.902466,71,8311.821595
17.326904,71,8312.647148
20.382475,63,8312.681446
15.498639,62,8312.713472
17.3122,64,8312.745085
16.893038,63,8312.781631
17.042467,64,8312.815121
15.38334,61,8312.852218
16.848866,64,8312.889659
15.776154,63,8312.92539
17.314411,64,8312.960926
23.486115,63,8312.99412
16.92218,64,8313.02683
15.656309,63,8313.059218
23.41177,62,8313.088775
22.767141,62,8313.12174
17.091995,63,8313.156228
15.666917,62,8313.189897
16.809217,62,8313.220858
16.779583,63,8313.254535
17.238476,62,8313.287011
19.545235,64,8313.317185
17.707071,60,8313.34771
15.896229,63,8313.385026
20.147774,63,8313.424877
16.268023,64,8313.45918
21.0769,63,8313.490887
23.335781,63,8313.522675
16.27148,64,8313.559464
23.051136,63,8313.589693
16.501457,65,8313.627261
17.186333,63,8313.660255
16.047836,62,8313.69645
23.706192,63,8313.726846
16.855259,67,8314.637994
21.610083,69,8314.679635
25.33012,72,8314.71488
20.598415,71,8314.751725
20.137981,70,8314.797393
18.850641,73,8314.838341
16.892746,70,8314.873844
17.26841,71,8314.907575
21.286207,71,8314.942164
20.92888,71,8314.978575
17.709208,71,8315.016172
19.842688,70,8315.049755
20.28479,69,8315.086372
24.90049,71,8315.125326
16.936625,69,8315.157695
18.609884,71,8315.195265
25.574404,72,8315.23326
16.99781,68,8315.266675
23.587818,72,8315.304327
20.173306,70,8315.340129
17.031193,71,8315.402987
22.237564,71,8315.452771
17.467556,70,8315.496115
17.510038,70,8315.53186
20.587532,69,8315.568202
25.130928,71,8315.601984
16.931042,70,8315.637029
21.926386,70,8315.672923
17.266708,71,8315.71171
19.87725,69,8316.689791
23.295296,65,8316.724873
17.297018,65,8316.760444
16.316622,66,8316.798438
17.230818,67,8316.844176
16.286522,66,8316.885151
16.129953,66,8316.920721
22.468456,65,8316.961476
19.35573,67,8316.995267
16.071234,66,8317.031302
15.924168,65,8317.069799
20.214966,66,8317.104845
16.670546,67,8317.138288
21.242529,66,8317.176773
17.971275,67,8317.217211
17.170807,67,8317.252433
23.436594,66,8317.286832
23.728033,66,8317.322902
23.604681,66,8317.360677
16.57034,67,8317.398373
16.39299,66,8317.433468
20.101917,66,8317.467178
18.349386,66,8317.498833
16.230728,66,8317.535273
17.059067,67,8317.577152
18.66297,68,8317.61517
24.001493,66,8317.648576
18.077919,66,8317.683434
21.410793,66,8317.715675
23.927778,67,8317.749962
17.40874,66,8317.791345
22.672787,75,8318.736769
18.050161,75,8318.780781
20.631922,75,8318.819642
19.773878,73,8318.856628
18.351906,76,8318.898437
18.215363,74,8318.938336
18.294703,76,8318.980369
21.518744,77,8319.025671
19.660227,75,8319.069831
25.345577,76,8319.106359
25.221764,76,8319.147712
21.724857,75,8319.194214
21.355467,75,8319.234788
19.146017,73,8319.273332
24.885584,75,8319.314064
20.42407,77,8319.356602
25.409018,75,8319.395802
25.688578,77,8319.441289
22.393547,77,8319.488092
25.756355,76,8319.534271
19.544373,79,8319.585905
23.56627,74,8319.63724
18.627996,75,8319.685809
17.16808,72,8319.731159
18.51422,76,8319.799227
18.196627,75,8319.84845
25.334743,76,8319.884642
25.834965,73,8320.791641
16.32282,65,8320.82817
16.147312,64,8320.86222
15.98827,64,8320.897367
19.858503,67,8320.931554
15.702264,63,8320.965951
21.958055,64,8321.002939
16.28254,63,8321.036596
16.305117,65,8321.072543
16.165516,64,8321.515579
23.606297,64,8321.54595
23.245909,63,8321.576936
21.259119,66,8321.609433
16.499472,65,8321.648084
23.132318,63,8321.687268
16.887978,64,8321.721065
24.380896,65,8321.757468
23.339043,63,8321.79532
18.194763,64,8321.828859
15.863406,63,8321.862163
15.787531,63,8321.894167
16.435843,62,8321.9248
23.328537,64,8321.959309
16.095028,64,8321.991812
19.664465,64,8322.024641
23.41895,64,8322.057113
16.431633,65,8322.091552
18.911116,66,8322.123214
18.110437,65,8322.153246
17.842268,64,8322.187189
24.248945,65,8322.222661
18.2071,63,8322.253416
21.382189,70,8323.235755
19.993502,71,8323.275244
24.401342,71,8323.313629
19.624311,72,8323.350564
24.999195,73,8323.3881
17.355185,72,8323.424318
19.126654,71,8323.457775
24.154003,71,8323.493904
17.911337,71,8323.528793
24.687845,72,8323.564924
25.15618,71,8323.605246
17.964025,73,8323.643348
16.83932,70,8323.676906
17.479362,72,8323.711419
20.57263,72,8323.75397
17.984793,70,8323.792291
19.793161,69,8323.839128
20.631304,73,8323.874881
17.611668,72,8323.913107
24.496597,71,8323.949951
21.325596,72,8323.986771
24.099625,70,8324.022181
24.363724,71,8324.061385
24.601068,73,8324.096049
24.594683,71,8324.131119
19.230299,71,8324.167928
22.902843,74,8324.205958
21.011349,71,8324.24383
17.38657,72,8325.169748
40.894073,136,8325.244951
34.714195,140,8325.321311
35.83401,128,8325.38945
30.524134,133,8325.46059
28.864693,128,8325.529949
30.315973,132,8325.599997
41.288692,139,8325.672882
37.562923,133,8325.738252
29.681437,128,8325.805871
31.577848,135,8325.893817
39.70343,135,8325.967721
40.876163,139,8326.044843
35.013416,136,8326.110694
39.014034,135,8326.182268
34.014004,132,8326.249468
22.19644,94,8327.194795
26.733154,82,8327.243848
19.969261,80,8327.28653
20.783154,79,8327.330869
19.405405,80,8327.371546
19.18036,78,8327.420269
19.660387,78,8327.465725
19.634487,80,8327.508991
19.946066,80,8327.550415
24.121656,82,8327.606651
18.927221,78,8327.657493
19.18915,80,8327.696593
22.313545,82,8327.742578
25.86177,79,8327.788597
26.17911,78,8327.835447
26.225117,79,8327.879427
21.482244,82,8327.928783
18.708626,79,8327.968958
20.555994,80,8328.009413
19.640781,81,8328.050538
20.170006,78,8328.092307
18.853552,77,8328.13195
26.336962,80,8328.174299
21.743929,77,8328.212292
20.024342,80,8328.253801
25.786726,79,8328.293992
25.954163,83,8329.324764
20.292574,83,8329.365673
20.205563,84,8329.409728
27.00642,81,8329.452551
27.217546,83,8329.495132
19.535742,82,8329.538584
22.527021,84,8329.581918
23.492542,84,8329.622548
21.981215,85,8329.66528
19.826681,84,8329.708542
19.361925,79,8329.750736
20.572565,83,8329.790544
27.16094,83,8329.836668
19.94284,80,8329.874922
21.27411,89,8329.916619
29.31874,89,8329.96942
27.076773,82,8330.011716
28.746845,87,8330.061847
21.035152,82,8330.114682
21.393248,85,8330.158013
25.45446,82,8330.201964
19.738295,82,8330.245911
20.253534,85,8330.28789
26.52213,82,8330.336506
21.280476,86,8331.392168
27.730982,86,8331.437464
20.319462,84,8331.479848
26.59199,82,8331.521967
20.6345,86,8332.056336
25.943792,81,8332.10205
21.425825,85,8332.145585
20.361237,84,8332.198218
19.690609,84,8332.239614
20.10132,83,8332.281597
22.77393,83,8332.322424
20.601212,85,8332.363068
21.762144,83,8332.405319
24.26866,87,8332.455248
27.280361,83,8332.497013
20.970802,84,8332.543538
27.450483,83,8332.593223
20.095116,85,8332.642807
26.809608,81,8332.689265
20.303074,84,8332.735929
23.389181,84,8332.776815
24.566105,85,8332.823708
27.567444,84,8332.867992
24.427654,87,8332.914429
28.054771,86,8333.777521
22.244682,82,8333.838014
19.805834,83,8333.89505
21.856344,87,8333.942937
20.007584,85,8333.985169
21.706284,86,8334.032113
22.91455,83,8334.080107
20.014917,85,8334.126918
23.019068,85,8334.178684
27.207117,83,8334.223542
24.483498,86,8334.268703
21.94799,83,8334.314825
23.826134,86,8334.357733
27.35237,86,8334.39909
28.325651,85,8334.442421
20.792757,86,8334.487284
21.075281,88,8334.534627
19.489681,81,8334.577133
28.40537,86,8334.620209
20.042862,84,8334.663353
20.255587,83,8334.705654
23.79491,82,8334.744309
27.229464,86,8334.786045
21.379736,89,8334.831355
23.513727,87,8334.88211
21.303736,82,8335.801205
20.590649,83,8335.839657
22.614313,86,8335.888715
22.170353,87,8335.933754
24.31107,82,8335.982332
27.909988,87,8336.027949
20.13197,85,8336.068971
21.999117,85,8336.11794
27.274708,83,8336.162567
20.820568,85,8336.205894
21.734083,87,8336.248956
21.414726,87,8336.292584
26.66335,83,8336.340957
20.676239,82,8336.383434
23.157307,85,8336.425004
26.876009,83,8336.468114
20.546093,84,8336.515116
21.78876,84,8336.562159
22.472258,84,8336.605668
20.943453,84,8336.650262
21.074503,87,8336.692572
27.569353,85,8336.733962
20.31144,85,8336.774128
26.681986,81,8336.813109
23.77653,85,8337.790541
28.782618,87,8337.834469
23.297842,85,8337.875577
28.15793,88,8337.928262
21.027256,84,8337.974919
22.710838,86,8338.021527
27.265812,84,8338.065952
20.645386,85,8338.10973
26.568268,88,8338.152131
27.931385,87,8338.204272
23.050264,88,8338.256824
27.708157,89,8338.309088
27.226288,85,8338.353861
21.50849,86,8338.400974
20.51257,85,8338.445961
29.375792,91,8338.498853
20.958067,87,8338.548752
28.648252,87,8338.594705
21.25838,85,8338.638334
21.340452,83,8338.682479
19.977148,84,8338.726182
20.536823,85,8338.766083
23.071648,88,8338.81161
20.935183,87,8338.855149
21.74965,87,8339.784462
22.581379,85,8339.827455
22.471624,89,8339.875669
22.036947,87,8339.928384
27.508446,84,8339.971464
27.2103,86,8340.012696
21.63529,86,8340.058552
21.52856,86,8340.103969
23.219767,82,8340.144385
20.736042,87,8340.188373
20.218502,85,8340.232194
20.183859,84,8340.281899
26.710274,84,8340.326241
20.579699,87,8340.367131
21.239527,88,8340.412463
21.53513,86,8340.455554
22.2956,86,8340.498078
25.429668,85,8340.541385
26.818552,87,8340.585242
20.832537,87,8340.632134
20.107103,83,8340.675411
26.683537,83,8340.71769
20.460854,85,8340.759223
22.133606,87,8341.693782
19.808918,83,8341.743463
28.208782,88,8342.32454
20.761225,88,8342.366637
22.469042,85,8342.409195
28.439852,88,8342.453995
21.227835,85,8342.498603
22.241829,88,8342.54222
22.514275,90,8342.587514
21.612823,88,8342.631154
19.901302,82,8342.673237
27.410309,89,8342.716623
23.414139,88,8342.767143
26.901827,85,8342.809788
26.470234,87,8342.850324
21.396168,85,8342.894037
21.753714,87,8342.941219
20.042608,85,8342.984994
20.465036,86,8343.027349
20.697529,86,8343.069746
27.683372,86,8343.112693
21.24544,90,8343.157738
21.422916,87,8343.200425
27.977983,87,8343.245236
28.11207,85,8344.081465
26.60788,83,8344.124072
20.587303,88,8344.165865
27.920387,85,8344.209055
23.055986,83,8344.256087
20.146893,85,8344.304606
24.323233,91,8344.359386
23.147345,88,8344.40647
21.885012,86,8344.450663
20.498829,86,8344.498063
27.3543,86,8344.544287
22.75968,85,8344.585909
27.94966,88,8344.631251
20.457544,86,8344.673971
28.873987,89,8344.720395
27.151403,85,8344.765849
22.711367,87,8344.808013
19.825554,83,8344.855071
26.523108,89,8344.902778
29.664719,89,8344.947619
22.430006,90,8344.997326
20.758644,86,8345.040237
20.26035,82,8345.080885
22.913614,88,8345.125047
21.250168,89,8346.04049
20.779694,88,8346.08845
19.799322,84,8346.133011
19.714396,83,8346.179052
20.712568,87,8346.230865
25.085169,91,8346.279794
27.800644,87,8346.327404
27.170343,85,8346.371908
21.106543,86,8346.413732
21.787607,90,8346.459119
20.581194,88,8346.50698
22.143808,88,8346.553713
21.590034,82,8346.598908
24.739948,87,8346.643348
26.740057,85,8346.68474
19.974188,84,8346.728087
22.858448,86,8346.770389
20.84507,89,8346.814165
21.644356,91,8346.86143
28.059875,87,8346.903904
23.186277,88,8346.961774
28.07931,86,8347.010564
27.404057,86,8347.054313
23.750517,86,8347.941002
16.632368,65,8347.979754
17.765774,67,8348.015562
19.893583,67,8348.048036
17.427732,67,8348.083604
16.327662,66,8348.117307
20.8729,67,8348.149102
17.219395,66,8348.183953
18.516506,68,8348.219279
18.465706,66,8348.251636
21.331226,66,8348.284035
16.372774,65,8348.320498
20.463135,66,8348.359418
23.63539,66,8348.391115
17.537205,68,8348.425709
24.61903,68,8348.458995
24.54634,66,8348.495256
23.963549,66,8348.532968
24.180311,66,8348.571453
16.960697,67,8348.609184
24.668873,68,8348.646095
20.596712,65,8348.688702
16.95802,66,8348.722583
16.78313,67,8348.756225
17.372257,68,8348.794065
24.312849,66,8348.83093
17.332483,66,8348.864537
17.001646,66,8348.898392
16.362474,65,8348.940536
20.61822,67,8348.975213
22.332567,63,8349.005896
16.461836,69,8349.919585
21.976679,77,8349.973193
25.03165,76,8350.029954
19.842896,77,8350.084936
18.089293,76,8350.135988
20.041277,76,8350.189896
18.563576,77,8350.237748
26.193958,79,8350.284899
25.35761,75,8350.322222
22.960655,78,8350.365229
20.169462,75,8350.401167
20.139893,79,8350.440596
19.448988,78,8350.478212
21.701328,76,8350.5186
18.09973,73,8350.557404
23.264454,76,8350.599584
20.724943,75,8350.638785
26.818386,79,8350.678931
25.90564,77,8350.716458
22.807457,75,8350.757565
18.42426,75,8350.796488
26.488586,78,8350.833419
26.720968,78,8350.880987
20.21214,78,8350.918311
22.302122,77,8350.961742
19.331745,77,8351.465872
22.155987,77,8351.501811
25.162645,77,8352.287563
20.958117,87,8352.334331
27.847345,85,8352.380404
20.060825,83,8352.42086
23.092117,90,8352.466468
20.444042,87,8352.513826
23.944136,88,8352.558959
26.955645,85,8352.606293
24.333355,87,8352.65925
21.31757,89,8352.707244
22.788792,88,8352.750791
21.185602,90,8352.796468
22.249199,84,8352.838825
27.766315,87,8352.890024
23.051939,89,8352.938812
19.934824,83,8352.988917
23.789564,87,8353.032929
26.648762,83,8353.081397
27.321743,87,8353.122131
20.916838,89,8353.171836
22.831799,90,8353.21828
21.98982,89,8353.265009
27.617725,87,8353.30793
21.791517,82,8353.35533
28.022701,88,8354.306109
28.957964,91,8354.352444
28.432001,89,8354.397768
28.729612,90,8354.442669
27.431528,87,8354.486732
26.840666,86,8354.528414
22.824772,84,8354.573055
25.879808,86,8354.615795
19.887012,84,8354.659282
25.593758,83,8354.706989
21.549492,82,8354.749161
28.085627,90,8354.800354
20.724503,90,8354.844015
29.190947,90,8354.891086
24.011536,90,8354.939689
24.865314,90,8354.98528
22.989979,84,8355.02698
21.347794,91,8355.07801
29.478779,90,8355.123572
22.071201,90,8355.169852
21.184101,86,8355.212799
21.359232,89,8355.257814
28.197704,91,8355.304152
26.30466,84,8356.237069
27.818834,88,8356.28216
19.85919,85,8356.329218
28.675472,89,8356.372532
28.897411,89,8356.417077
21.120028,89,8356.462995
21.557886,89,8356.509563
22.895098,86,8356.551591
20.52735,86,8356.59298
27.280304,87,8356.635159
21.807886,84,8356.682401
28.05974,89,8356.735372
28.133566,88,8356.783199
21.053774,87,8356.827319
24.674908,88,8356.875903
27.873571,90,8356.925431
30.399073,93,8356.979957
27.65653,87,8357.021094
28.26952,89,8357.066118
22.469872,90,8357.110881
21.341812,91,8357.155652
21.510738,89,8357.198635
23.654207,81,8357.241852
24.644255,84,8358.177349
20.887186,86,8358.230975
21.735643,91,8358.277004
21.078234,82,8358.326326
22.654095,88,8358.374208
20.353848,87,8358.433482
21.729856,87,8358.488965
19.96115,85,8358.534137
26.252285,90,8358.587222
28.224417,88,8358.636437
22.02254,85,8358.686137
27.075197,85,8358.727097
26.675087,85,8358.772025
20.312038,84,8358.823299
21.61419,84,8358.872834
19.811941,85,8358.933709
26.852314,84,8358.996225
27.493416,85,8359.044845
19.413408,83,8359.089401
26.146832,86,8359.139965
27.567244,87,8359.184155
20.784472,85,8359.229618
27.94268,89,8359.277441
28.836155,91,8359.332022
23.811745,90,8360.35978
20.549398,88,8360.410139
27.431143,86,8360.464889
28.21229,88,8360.527938
19.673403,82,8360.567891
24.030897,87,8360.611747
20.607058,87,8360.659579
26.236198,84,8360.715404
20.953035,89,8360.773643
20.548326,89,8360.830708
28.519636,89,8360.881263
20.836006,88,8360.938018
27.077885,86,8360.987821
28.399097,90,8361.037068
24.144756,89,8361.082052
27.083384,86,8361.124579
19.546268,83,8361.17237
29.327177,91,8361.220199
21.459047,86,8361.270041
21.854094,84,8361.856233
20.661207,89,8361.903205
25.578506,90,8361.952863
22.925722,90,8362.005276
19.891287,83,8362.046579
29.931152,109,8362.891315
30.716196,107,8362.950508
31.561451,109,8363.024251
24.81203,106,8363.077398
31.258392,106,8363.13818
23.902174,106,8363.195518
31.843094,108,8363.248011
24.082672,105,8363.303031
32.24229,107,8363.3631
28.584671,110,8363.420453
34.04858,110,8363.477774
31.543941,109,8363.536079
31.72181,111,8363.592019
24.829012,109,8363.64955
31.694572,109,8363.702061
26.050766,108,8363.756548
31.88545,111,8363.815028
25.712616,109,8363.871929
30.57251,105,8364.818071
23.753847,106,8364.878662
34.354305,115,8364.937176
29.383436,100,8365.011413
28.277771,112,8365.076931
24.967415,109,8365.132134
30.514544,105,8365.186811
26.025803,107,8365.24338
25.322926,104,8365.296613
25.02046,111,8365.357918
25.44196,110,8365.412679
30.507675,102,8365.464997
24.726389,108,8365.52601
27.09938,106,8365.581135
25.015825,108,8365.636138
30.749216,109,8365.691823
32.07206,106,8365.746854
23.626347,105,8365.805606
24.195686,108,8365.858479
27.215004,109,8365.915005
29.087442,89,8366.85899
19.44844,83,8366.903088
20.185322,85,8366.949487
21.06626,86,8366.999013
19.764715,82,8367.047548
23.767736,83,8367.104069
24.67708,76,8367.143238
21.520557,83,8367.188879
21.335114,82,8367.231035
19.986217,82,8367.277156
20.261635,79,8367.3229
19.634876,79,8367.363299
19.214418,80,8367.402515
19.13841,81,8367.44011
21.932198,83,8367.484913
19.859983,81,8367.52533
20.258066,87,8367.56996
19.915749,82,8367.610942
25.88534,80,8367.649715
19.78025,85,8367.690473
22.70123,83,8367.737161
25.340324,79,8367.777619
23.808157,83,8367.819339
24.719543,78,8367.859845
19.852556,84,8368.753142
18.831165,79,8368.80076
19.788687,81,8368.843969
20.277172,86,8368.884959
19.681408,83,8368.926528
26.51698,82,8368.973149
18.527287,75,8369.01928
20.954687,80,8369.061031
20.375488,81,8369.102033
24.898975,83,8369.156611
23.616793,85,8369.208935
20.585861,81,8369.252288
19.852417,84,8369.293554
26.053595,79,8369.336871
19.643898,82,8369.379359
26.163687,83,8369.426454
20.087782,84,8369.46876
22.577217,83,8369.515208
22.176638,81,8369.561023
18.816721,79,8369.6012
19.808634,84,8369.64412
18.819098,80,8369.684528
20.528406,86,8369.728077
19.601582,82,8369.769533
25.988543,81,8369.809174
19.70519,80,8369.849095
26.544016,82,8370.813242
24.958025,82,8370.8568
22.281809,86,8370.898569
19.986235,83,8370.939842
25.011116,78,8370.981446
19.813822,82,8371.036169
21.220589,84,8371.081238
20.624298,87,8371.12746
26.94661,83,8371.17547
19.036222,81,8371.22621
27.319744,85,8371.274159
25.634508,80,8371.315237
26.0606,80,8371.3589
19.647646,81,8371.401538
21.861847,81,8371.448073
24.530315,78,8371.489331
20.055288,80,8371.533251
25.603647,80,8372.062034
22.18502,84,8372.10699
25.549156,80,8372.148065
19.647243,83,8372.193795
22.588968,82,8372.237015
21.138483,86,8372.283163
20.486755,80,8372.324659
22.07042,82,8373.198775
25.902224,75,8373.246175
20.001701,78,8373.30048
21.784489,76,8373.348268
20.899042,78,8373.394151
19.161282,77,8373.442916
24.035517,78,8373.480683
25.706158,75,8373.52415
23.655127,79,8373.567753
26.589294,78,8373.612574
18.23194,76,8373.651855
18.786469,76,8373.695552
26.528208,80,8373.734348
19.063862,74,8373.771468
24.933699,78,8373.813127
26.582357,79,8373.852011
19.412727,74,8373.887918
21.259647,80,8373.926589
22.73128,78,8373.966794
23.298128,79,8374.015166
22.718733,77,8374.058274
26.772648,78,8374.099921
19.295408,79,8374.141901
18.027008,75,8374.185394
20.380262,79,8374.227129
26.246506,79,8374.323396
25.382898,76,8374.420158
18.87783,79,8375.358415
19.526373,80,8375.404553
25.490196,75,8375.444522
18.731846,78,8375.484668
19.12012,79,8375.525071
22.997875,81,8375.564704
25.959879,76,8375.600867
21.027054,76,8375.638777
19.842848,77,8375.677134
25.395348,77,8375.718141
21.784603,79,8375.756383
18.7059,78,8375.793527
18.56869,78,8375.83446
19.926281,77,8375.875424
25.79339,77,8375.913573
19.471092,80,8375.952992
18.667751,76,8375.988614
18.425243,77,8376.03334
19.787191,77,8376.071338
25.043036,73,8376.105998
19.68321,77,8376.145119
18.247156,75,8376.185829
22.59403,76,8376.224767
18.710089,79,8376.267423
26.150702,78,8376.307699
21.555765,78,8376.348906
18.508545,77,8377.309806
25.493164,77,8377.356999
18.766857,74,8377.397484
19.137856,78,8377.446522
18.909813,76,8377.490738
18.964651,79,8377.540755
17.559172,74,8377.584369
23.034103,76,8377.620227
19.746958,77,8377.664385
22.376635,79,8377.710405
19.303822,78,8377.7522
18.360283,76,8377.790371
18.326843,75,8377.826811
25.195854,75,8377.865672
18.02432,74,8377.91106
20.977179,79,8377.950718
21.775492,78,8377.989092
25.500154,82,8378.037806
18.840006,77,8378.082527
21.383762,77,8378.127574
18.698353,78,8378.173733
25.93725,78,8378.218493
18.934774,77,8378.263392
25.58135,77,8378.302993
25.630493,77,8378.34799
19.044868,78,8378.393364
18.759789,76,8378.430642
21.424864,78,8379.372929
25.74212,78,8379.417067
19.496035,78,8379.466282
20.0967,73,8379.511628
20.93978,79,8379.559344
18.743645,77,8379.606051
22.651506,77,8379.650261
25.190195,75,8379.692736
18.901793,79,8379.732973
22.399595,75,8379.777242
25.835207,77,8379.820612
18.088158,75,8379.875137
25.34689,76,8379.919269
25.890558,77,8379.957086
18.385168,75,8379.994576
18.951817,78,8380.036218
19.221722,78,8380.087342
21.430687,75,8380.130324
22.095808,79,8380.178662
20.958632,78,8380.227091
18.92315,76,8380.266471
25.960567,77,8380.311447
25.859003,76,8380.362167
18.477825,76,8380.414101
25.304348,77,8380.462892
23.216166,76,8380.507861
18.731083,75,8380.558352
26.411514,78,8381.560006
18.451248,77,8381.609601
24.883509,73,8381.649083
18.69294,77,8381.688271
19.270447,76,8381.730577
22.634644,77,8381.774564
22.01992,75,8381.816175
26.035095,76,8381.859907
19.88066,78,8381.898704
18.224892,76,8381.942141
18.438824,76,8381.985801
21.55081,77,8382.035833
25.030344,76,8382.086887
19.141888,72,8382.126486
18.280336,75,8382.163153
23.891209,80,8382.683458
22.651768,74,8382.726398
18.033298,75,8382.772615
25.555033,77,8382.818181
19.565344,76,8382.860748
24.075903,76,8382.905243
25.648138,78,8382.976614
22.124525,75,8383.031101
