time/total_timesteps,time/fps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/n_updates,train/loss,train/value_loss,train/clip_range_vf,train/learning_rate,train/std,train/explained_variance,train/clip_fraction,train/clip_range,eval/mean_reward,eval/mean_ep_length
909312,733,1239,222,299.0,284.81390380859375,-2.207480989396572,0.004284282,0.0010497516283066942,1105,-0.007323262747377157,2.3717591955119132e-05,0.2,6.42176e-05,0.5239810347557068,0.9999895095825195,0.194677734375,0.1,,
913408,734,1244,223,299.0,284.8868103027344,-2.2012106090784074,0.0044634733,0.0015060300094773993,1110,-0.011722755618393421,2.687235948428679e-05,0.2,6.360320000000001e-05,0.5226240158081055,0.9999896883964539,0.20478515625,0.1,,
917504,734,1249,224,299.0,285.0997619628906,-2.1936966359615324,0.0036903915,-0.0001738752776873298,1115,-0.02221567928791046,3.3403961481326405e-05,0.2,6.29888e-05,0.5214746594429016,0.9999856948852539,0.209521484375,0.1,,
920000,,,,,,-2.1853124678134916,0.0039791143,0.00019944305677199736,1120,-0.021923143416643143,2.5214486390723324e-05,0.2,6.237440000000001e-05,0.5199299454689026,0.9999890923500061,0.197412109375,0.1,290.85504150390625,299.0
921600,733,1256,225,299.0,284.899658203125,,,,,,,,,,,,,,
925696,733,1261,226,299.0,285.1170654296875,-2.1775113880634307,0.005394673,-0.002126906928606331,1125,-0.011101390235126019,4.624500129466469e-05,0.2,6.176e-05,0.5190672874450684,0.9999818801879883,0.2318359375,0.1,,
929792,733,1266,227,299.0,285.3326416015625,-2.172743855416775,0.004416303,-0.0002096880547469482,1130,-0.008817017078399658,4.140505274108364e-05,0.2,6.114560000000001e-05,0.5183730125427246,0.9999831318855286,0.20458984375,0.1,,
933888,734,1272,228,299.0,285.4017333984375,-2.165569227933884,0.0039741485,-0.0021315180929377675,1135,-0.00586940860375762,2.7382875617831815e-05,0.2,6.053120000000001e-05,0.5168586373329163,0.9999876618385315,0.18720703125,0.1,,
937984,734,1277,229,299.0,285.4184875488281,-2.1563320234417915,0.0033727642,-0.00043458260624902324,1140,-0.018715282902121544,3.337728517180949e-05,0.2,5.9916799999999995e-05,0.5154454112052917,0.9999853372573853,0.176416015625,0.1,,
940000,,,,,,-2.1471825912594795,0.0048816404,0.0001031829699059017,1145,-0.011301537975668907,2.4944191636677715e-05,0.2,5.9302399999999997e-05,0.5139092803001404,0.9999879598617554,0.20087890625,0.1,289.2777099609375,299.0
942080,733,1284,230,299.0,285.58575439453125,,,,,,,,,,,,,,
946176,733,1289,231,299.0,285.5903015136719,-2.1387301802635195,0.00405165,0.00018476935802027583,1150,-0.013002902269363403,2.4358809497471157e-05,0.2,5.8688e-05,0.5127244591712952,0.9999889135360718,0.186376953125,0.1,,
950272,734,1294,232,299.0,285.35772705078125,-2.1337274581193926,0.0038131068,0.0012061453497153706,1155,-0.01136010605841875,2.262778314161551e-05,0.2,5.80736e-05,0.5124085545539856,0.9999892711639404,0.201416015625,0.1,,
954368,734,1299,233,299.0,285.1717529296875,-2.1279054448008536,0.0050854185,-0.0005780775987659581,1160,-0.004362963140010834,3.63801627884186e-05,0.2,5.74592e-05,0.5110571980476379,0.9999855756759644,0.2142578125,0.1,,
958464,734,1304,234,299.0,285.0688171386719,-2.120893532037735,0.0037028315,0.000782491012068931,1165,-0.013789147138595581,2.442810942397955e-05,0.2,5.68448e-05,0.5099981427192688,0.9999880790710449,0.205615234375,0.1,,
960000,,,,,,-2.1144812643527984,0.0041479766,-0.0005429494805866853,1170,-0.008883493021130562,2.1451727565136026e-05,0.2,5.62304e-05,0.509111225605011,0.9999905824661255,0.195556640625,0.1,290.20196533203125,299.0
962560,733,1311,235,299.0,285.20941162109375,,,,,,,,,,,,,,
966656,734,1316,236,299.0,285.0008544921875,-2.109738701581955,0.005806628,0.0014896593784214929,1175,-0.006496371701359749,2.186531903589639e-05,0.2,5.5616000000000004e-05,0.5085963606834412,0.999989926815033,0.215625,0.1,,
970752,734,1321,237,299.0,284.861328125,-2.1026358231902122,0.0038643363,0.0007338293245993555,1180,-0.002263331552967429,1.8633369950293855e-05,0.2,5.500160000000001e-05,0.5071625709533691,0.9999911189079285,0.1791015625,0.1,,
974848,734,1326,238,299.0,284.5795593261719,-2.095033848285675,0.004334304,-0.0010846421006135642,1185,-0.016754785552620888,3.499685702195166e-05,0.2,5.4387200000000014e-05,0.5062459111213684,0.999984622001648,0.18095703125,0.1,,
978944,735,1331,239,299.0,284.8023376464844,-2.090443417429924,0.0054906276,0.0006523602016386576,1190,-0.006368502043187618,4.210511260680505e-05,0.2,5.3772799999999994e-05,0.5057745575904846,0.9999808669090271,0.193212890625,0.1,,
980000,,,,,,-2.085066947340965,0.003075277,-0.0004970185953425243,1195,-0.013208349235355854,2.5446007259688486e-05,0.2,5.3158399999999996e-05,0.5044338703155518,0.9999887943267822,0.200732421875,0.1,286.996337890625,299.0
983040,734,1338,240,299.0,284.8680419921875,,,,,,,,,,,,,,
987136,734,1343,241,299.0,284.74249267578125,-2.0779419764876366,0.0046156114,-0.0020332625921582804,1200,0.0023297066800296307,3.307217353949454e-05,0.2,5.2544e-05,0.5037881731987,0.9999855160713196,0.1619140625,0.1,,
991232,735,1348,242,299.0,285.03118896484375,-2.071775083243847,0.0033857832,-0.0006276375250308774,1205,-0.009824896231293678,2.8860054101187416e-05,0.2,5.19296e-05,0.5025116801261902,0.9999873042106628,0.1833984375,0.1,,
995328,735,1353,243,299.0,284.868408203125,-2.062767732143402,0.0037729796,-0.0003776848083361983,1210,-0.01428750716149807,2.159620350425939e-05,0.2,5.13152e-05,0.5013031363487244,0.9999914765357971,0.190234375,0.1,,
999424,735,1358,244,299.0,285.1412353515625,-2.054743878543377,0.0032629857,-6.332233460852877e-05,1215,-0.008960451930761337,2.061788439959855e-05,0.2,5.07008e-05,0.4998529255390167,0.9999902844429016,0.17080078125,0.1,,
1000000,,,,,,-2.046752317249775,0.0033498951,0.0008243560776463709,1220,-0.006030030082911253,1.884776989982129e-05,0.2,5.008640000000001e-05,0.4988637864589691,0.9999922513961792,0.178662109375,0.1,287.6338806152344,299.0
1003520,734,1365,245,299.0,285.2143249511719,,,,,,,,,,,,,,
